id,Order,(internal)family,baseGenus,cpGI,mtGI,SRA
13457,Jungermanniales,Scapaniaceae,Scapania,1707506405,,SRR8246007
15239,Jungermanniales,Trichocoleaceae,Trichocolea,,,SRR8246000
3864,Lamiales,Acanthaceae,Crabbea,,,SRR7806557
4653,Lamiales,Acanthaceae,Dicliptera,1789849140,,SRR9333963
5223,Lamiales,Acanthaceae,Echinacanthus,1511246089,,SRR8186483
7436,Lamiales,Acanthaceae,Hygrophila,,,ERR5033674
7531,Lamiales,Acanthaceae,Hypoestes,,,SRR11862224
7844,Lamiales,Acanthaceae,Justicia,1834980282,,SRR11862230
8149,Lamiales,Acanthaceae,Lankesteria,,,SRR7806555
8342,Lamiales,Acanthaceae,Lepidagathis,,,SRR7798775
8767,Lamiales,Acanthaceae,Lophostachys,,,SRR7806564
8797,Lamiales,Acanthaceae,Louteridium,,,SRR7775345
9688,Lamiales,Acanthaceae,Monechma,,,SRR11862168
10227,Lamiales,Acanthaceae,Neuracanthus,,,SRR7806563
11377,Lamiales,Acanthaceae,Petalidium,,,SRR5781549
13211,Lamiales,Acanthaceae,Ruellia,,,SRR3732558
2775,Lamiales,Bignoniaceae,Catalpa,1834976530,,SRR9599316
7747,Lamiales,Bignoniaceae,Jacaranda,,,SRR11428443
11114,Lamiales,Bignoniaceae,Parmentiera,,,SRR6326829
14702,Lamiales,Bignoniaceae,Tanaecium,937408490,,ERR873461
14755,Lamiales,Bignoniaceae,Tecoma,,,SRR7121699
11734,Lamiales,Compositae,Piptolepis,,,SRR9119179
4249,Lamiales,Gesneriaceae,Cyrtandra,,,SRR8883947
7193,Lamiales,Gesneriaceae,Hippodamia,,,SRR5342627
10640,Lamiales,Gesneriaceae,Oreocharis,1766751743,,SRR9946866
10934,Lamiales,Gesneriaceae,Paliavana,,,SRR9693496
12223,Lamiales,Gesneriaceae,Primulina,1278191981,,SRR9901385
13908,Lamiales,Gesneriaceae,Sinningia,,,SRR13241100
362,Lamiales,Lamiaceae,Agastache,,,SRR6940063
647,Lamiales,Lamiaceae,Amethystea,1839345510,,SRR10679068
1605,Lamiales,Lamiaceae,Ballota,,,SRR6940060
1833,Lamiales,Lamiaceae,Betonica,,,SRR6940035
2421,Lamiales,Lamiaceae,Callicarpa,,,SRR8927066
2730,Lamiales,Lamiaceae,Caryopteris,1839345599,,SRR10679070
3467,Lamiales,Lamiaceae,Clerodendrum,1839345772,,SRR6940058
3586,Lamiales,Lamiaceae,Colebrookea,,,SRR7121958
3608,Lamiales,Lamiaceae,Collinsonia,,,SRR6940057
3626,Lamiales,Lamiaceae,Colquhounia,1784319911,,SRR10679078
3682,Lamiales,Lamiaceae,Congea,,,SRR6940055
3775,Lamiales,Lamiaceae,Cornutia,,,SRR6940054
4608,Lamiales,Lamiaceae,Dicerandra,,,SRR8432301
5358,Lamiales,Lamiaceae,Elsholtzia,1682365982,,SRR9179191
6308,Lamiales,Lamiaceae,Glechoma,1796202384,,SRR6940077
6378,Lamiales,Lamiaceae,Gmelina,,,SRR6940076
6788,Lamiales,Lamiaceae,Haplostachys,1016471368,,SRR3170748
7239,Lamiales,Lamiaceae,Holmskioldia,1840511327,,SRR6940079
7551,Lamiales,Lamiaceae,Hyssopus,,,SRR8932731
8124,Lamiales,Lamiaceae,Lamium,1347727140,,SRR6940075
8221,Lamiales,Lamiaceae,Lavandula,1151119874,,SRR5757721
8326,Lamiales,Lamiaceae,Leonotis,,,SRR6940084
8331,Lamiales,Lamiaceae,Leonurus,1436049681,,SRR6940046
8873,Lamiales,Lamiaceae,Lycopus,,,SRR6940047
9139,Lamiales,Lamiaceae,Marrubium,,,SRR6940048
9303,Lamiales,Lamiaceae,Melissa,,,SRR6940050
9326,Lamiales,Lamiaceae,Mentha,1369124516,,SRR3204556
9511,Lamiales,Lamiaceae,Micromeria,,,SRR5230085
9684,Lamiales,Lamiaceae,Monarda,,,SRR6940053
10187,Lamiales,Lamiaceae,Nepeta,,,SRR9866494
10311,Lamiales,Lamiaceae,Nosema,,,SRR8481870
10420,Lamiales,Lamiaceae,Ocimum,1211677584,,SRR1744087
10671,Lamiales,Lamiaceae,Origanum,410176134,,SRR11477337
11335,Lamiales,Lamiaceae,Perilla,1052487937,,SRR6940083
11401,Lamiales,Lamiaceae,Petraeovitex,,,SRR6940081
11528,Lamiales,Lamiaceae,Phlomis,1839346117,,SRR6940032
11599,Lamiales,Lamiaceae,Phyllostegia,1016471457,,SRR3170751
11820,Lamiales,Lamiaceae,Platostoma,1843250788,,SRR12401217
11871,Lamiales,Lamiaceae,Plectranthus,,,SRR6940064
12026,Lamiales,Lamiaceae,Pogostemon,1042780536,,SRR7284699
12208,Lamiales,Lamiaceae,Premna,752789765,,SRR6940036
12268,Lamiales,Lamiaceae,Prostanthera,,,SRR6940037
12284,Lamiales,Lamiaceae,Prunella,1511253780,,SRR6675853
12357,Lamiales,Lamiaceae,Pseudocaryopteris,1839346203,,SRR7121884
13178,Lamiales,Lamiaceae,Rosmarinus,836643369,,SRR6940042
13573,Lamiales,Lamiaceae,Schnabelia,1839346375,,SRR10679081
13697,Lamiales,Lamiaceae,Scutellaria,1840510521,,SRR6940088
14214,Lamiales,Lamiaceae,Stachys,1016471813,,SRR3170745
14313,Lamiales,Lamiaceae,Stenogyne,1016471279,,SRR3170754
14762,Lamiales,Lamiaceae,Tectona,438688391,,SRR7984127
14887,Lamiales,Lamiaceae,Teucrium,1714236074,,SRR6940068
15006,Lamiales,Lamiaceae,Thymus,1829771093,,SRR11509755
15714,Lamiales,Lamiaceae,Vitex,,,SRR6940069
15816,Lamiales,Lamiaceae,Westringia,,,SRR6940071
6212,Lamiales,Lentibulariaceae,Genlisea,1359487722,,SRR929654
12248,Lamiales,Martyniaceae,Proboscidea,,,SRR11869862
3663,Lamiales,Oleaceae,Comoranthus,1678643113,,SRR8247323
6013,Lamiales,Oleaceae,Forestiera,1693292299,,SRR8247327
6020,Lamiales,Oleaceae,Forsythia,1284805732,,SRR10064073
6041,Lamiales,Oleaceae,Fraxinus,1381389156,,SRR12432424
6697,Lamiales,Oleaceae,Haenianthus,1678643559,,SRR8247356
7789,Lamiales,Oleaceae,Jasminum,1642527481,,SRR5602611
10222,Lamiales,Oleaceae,Nestegis,1347728198,,SRR8247334
10308,Lamiales,Oleaceae,Noronhia,1622215004,,SRR8247332
10316,Lamiales,Oleaceae,Notelaea,1678644006,,SRR8247330
10769,Lamiales,Oleaceae,Osmanthus,1669283668,,SRR8790662
11496,Lamiales,Oleaceae,Phillyrea,1678644629,,SRR8247365
11648,Lamiales,Oleaceae,Picconia,1678644718,,SRR8247359
12230,Lamiales,Oleaceae,Priogymnanthus,1642528098,,SRR8247361
13597,Lamiales,Oleaceae,Schrebera,1607270892,,SRR8247314
14634,Lamiales,Oleaceae,Syringa,1347728554,,SRR10164124
287,Lamiales,Orobanchaceae,Aeginetia,1803023422,,SRR9878563
1483,Lamiales,Orobanchaceae,Aureolaria,1343893863,,SRR6940061
1674,Lamiales,Orobanchaceae,Bartsia,,,SRR2018346
2274,Lamiales,Orobanchaceae,Buchnera,1343893864,,SRR7796595
3380,Lamiales,Orobanchaceae,Cistanche,501595124,,SRR7688105
3699,Lamiales,Orobanchaceae,Conopholis,568246793,,SRR1919543
5746,Lamiales,Orobanchaceae,Euphrasia,1770689571,,SRR8237421
6863,Lamiales,Orobanchaceae,Hedbergia,,,SRR2018276
8203,Lamiales,Orobanchaceae,Lathraea,927372274,,SRR12432561
9271,Lamiales,Orobanchaceae,Melampyrum,,,SRR12518775
10442,Lamiales,Orobanchaceae,Odontites,,,SRR2018274
10695,Lamiales,Orobanchaceae,Orobanche,1079489389,,SRR1929115
11101,Lamiales,Orobanchaceae,Parentucellia,,,SRR2018769
11183,Lamiales,Orobanchaceae,Pedicularis,1252316165,,SRR10270412
11625,Lamiales,Orobanchaceae,Physocalyx,,,SRR5276172
12976,Lamiales,Orobanchaceae,Rhinanthus,,,SRR12518848
14470,Lamiales,Orobanchaceae,Striga,1343893865,,SRR9614217
15140,Lamiales,Orobanchaceae,Tozzia,,,SRR2018291
15342,Lamiales,Orobanchaceae,Triphysaria,,,SRR1946759
11154,Lamiales,Paulowniaceae,Paulownia,1815520196,,SRR8631576
13145,Lamiales,Pedaliaceae,Rogeria,,,SRR5150626
13807,Lamiales,Pedaliaceae,Sesamum,378758475,,SRR10276685
8140,Lamiales,Phrymaceae,Lancea,1418575413,,SRR6940074
9588,Lamiales,Phrymaceae,Mimulus,,391348915,SRR1145774
11555,Lamiales,Phrymaceae,Phryma,1693289728,,SRR12361790
998,Lamiales,Plantaginaceae,Antirrhinum,,,ERR2744402
4745,Lamiales,Plantaginaceae,Digitalis,1198027999,,SRR5602573
6136,Lamiales,Plantaginaceae,Gambelia,,,SRR5170307
8620,Lamiales,Plantaginaceae,Linaria,,,SRR12518852
8689,Lamiales,Plantaginaceae,Littorella,,,SRR9620534
9215,Lamiales,Plantaginaceae,Mecardonia,,,SRR7121950
11246,Lamiales,Plantaginaceae,Penstemon,1365659237,,SRR9273111
11812,Lamiales,Plantaginaceae,Plantago,1593552728,,SRR12432458
13676,Lamiales,Plantaginaceae,Scoparia,,,SRR7121581
15653,Lamiales,Plantaginaceae,Veronica,1070108507,,SRR6675852
13558,Lamiales,Schlegeliaceae,Schlegelia,,,SRR11067278
2286,Lamiales,Scrophulariaceae,Buddleja,1851981031,,SRR6331521
5394,Lamiales,Scrophulariaceae,Emorya,,,SRR6326825
5550,Lamiales,Scrophulariaceae,Eremophila,,,SRR10321522
6408,Lamiales,Scrophulariaceae,Gomphostigma,,,SRR6326833
9487,Lamiales,Scrophulariaceae,Microdon,,,SRR12532803
11973,Lamiales,Scrophulariaceae,Pocilla,,,ERR3089147
13694,Lamiales,Scrophulariaceae,Scrophularia,1079489260,,SRR6326831
14764,Lamiales,Scrophulariaceae,Teedia,,,SRR6326834
12089,Lamiales,Tetrachondraceae,Polypremum,,,SRR2401820
561,Lamiales,Verbenaceae,Aloysia,1198020299,,SRR5602597
8151,Lamiales,Verbenaceae,Lantana,1812620836,,ERR688136
11402,Lamiales,Verbenaceae,Petrea,,,SRR11516646
15642,Lamiales,Verbenaceae,Verbena,,,SRR7121598
2487,Laurales,Calycanthaceae,Calycanthus,32480822,,SRR11947071
3171,Laurales,Calycanthaceae,Chimonanthus,1693290497,,SRR11905632
195,Laurales,Lauraceae,Actinodaphne,1783488338,,SRR10121860
1744,Laurales,Lauraceae,Beilschmiedia,1258175867,,SRR10121814
2727,Laurales,Lauraceae,Caryodaphnopsis,1258175800,,SRR10121867
2747,Laurales,Lauraceae,Cassytha,1474379909,,SRR10121841
3356,Laurales,Lauraceae,Cinnamomum,1215836474,,SRR10121866
4013,Laurales,Lauraceae,Cryptocarya,1258176001,,SRR10121843
4437,Laurales,Lauraceae,Dehaasia,,,SRR10121869
8219,Laurales,Lauraceae,Laurus,1198020560,,SRR10121846
8629,Laurales,Lauraceae,Lindera,1783488420,,SRR10121845
8687,Laurales,Lauraceae,Litsea,1863124074,,SRR10121819
8920,Laurales,Lauraceae,Machilus,938340018,,SRR10121859
10080,Laurales,Lauraceae,Neocinnamomum,1252315926,,SRR10121863
10119,Laurales,Lauraceae,Neolitsea,1258175480,,SRR10121858
10317,Laurales,Lauraceae,Nothaphoebe,,,SRR10121848
11365,Laurales,Lauraceae,Persea,1773363126,,SRR10742362
11531,Laurales,Lauraceae,Phoebe,1199864335,,SRR10121816
13418,Laurales,Lauraceae,Sassafras,1783489730,,SRR10121861
14610,Laurales,Lauraceae,Syndiclis,,,SRR10121868
4936,Liliales,Asparagaceae,Disporum,1796333176,,SRR7121916
6054,Liliales,Liliaceae,Fritillaria,1834998561,,ERR845263
8593,Liliales,Liliaceae,Lilium,1678641109,,SRR7617964
